Identifikácia pravidla,,,,,,W09–W11 Údaje o zvierati,,,,,W13/W14 + W16/W17 Nevyhnutné varovania,,,W15/W19/W20 Kontakty,,,,,,,,,,W21 Dobrovoľníci,,,W22/W23 Pomôžte sami,,,,,,,,,W24/W25 Ukončenie,,Interné,Developer flow – zranené zvieratá,
ID,Typ situácie,Kategória,Podkategória,Druh zvieraťa,Vyplniť na úrovni,W09 – checkboxy „Čo je zvieraťu?“,W09 – Je pri vedomí?,W09 – Ide o mláďa?,W09b – Iné,W09b/W11 – placeholder opisu,W13/W14 – vybraný frame,"W13/W14 – Čo nerobiť (doslova, všetky body)","W14 – Čo urobiť pred ďalším postupom (doslova, všetky body)",W15/W20 – kontakt 1 typ,Kontakt 1 – CTA / nadpis,Kontakt 1 – text pod nadpisom,Kontakt 1 – podľa polohy?,Kontakt 1 – lokalitná DB,W19/W15 – kontakt 2 typ,Kontakt 2 – CTA / nadpis,Kontakt 2 – text pod nadpisom,Kontakt 2 – podľa polohy?,Kontakt 2 – lokalitná DB,W21 – zobraziť?,W21 – poradie,W21 – text pod nadpisom,W22/W23 – zobraziť?,W22/W23 – intro,Krok 1 nadpis,Krok 1 text,Krok 2 nadpis,Krok 2 text,Krok 3 nadpis,Krok 3 text,Link,W24 – kto pomohol? možnosti,W25a/W25b – dôvody neúspechu,Poznámka pre IT / dizajn,Flow ID,Stav / čo ešte doplniť
ZRZAT-011,Zranené,Domáce zvieratá,,Škrečok,Druh – používa FLOW-ZR-DOM,"Krváca alebo má otvorenú ranu
Má poranenú končatinu, výrazne kríva alebo nevie stáť
Má nafúknuté brucho
Má sťažené dýchanie
Je apatický/á, v bezvedomí, má kŕče alebo reaguje nezvyčajne
Podozrenie na otravu alebo popálenie
Napadlo ho/ju iné zviera
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Zraneného škrečka nechytajte za kožu, nohy ani chvost.
• Nepodávajte mu lieky, potravu ani vodu nasilu.","• Ak hrozí únik, pokúste sa ho bezpečne chytiť napríklad prekrytím látkou a vložením do malej prepravky alebo krabice s prístupom vzduchu.
• Ak je už zabezpečený, nechajte ho v pokoji a nemanipulujte s ním viac, než je nevyhnutné.",W15 – obec / mesto alebo zmluvná osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba na odchyt,W18 – veterinár / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte, či môže klinika zranené zviera bezodkladne prijať, kto zabezpečí prevoz a za akých podmienok.",Áno – podľa lokality a druhu,KONTAKTY_VET – druh zvieraťa + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dostupných dobrovoľníkov Zverolinky podľa lokality a druhu zvieraťa.",Áno – až po neúspechu kontaktov,"Ak sa nepodarilo zabezpečiť pomoc cez kontakty, pokračujte len podľa podrobného návodu pre tento druh.",,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár / klinika
Dobrovoľník Zverolinky
Polícia (pri podozrení na úmyselné zranenie)
Iná osoba
Pomohol/pomohla som sám/sama","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť alebo prísť
Veterinár/klinika boli nedostupní alebo zatvorení
Veterinár/klinika odmietli zviera prijať
Nemohol/nemohla som zabezpečiť alebo uhradiť prevoz/ošetrenie
Dobrovoľníci neboli k dispozícii
Zviera utieklo alebo sa skrylo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-DOM,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A VETERÍN A DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-012,Zatúlané,Domáce zvieratá,,Škrečok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-015,Zranené,Domáce zvieratá,,Činčila,Druh – používa FLOW-ZR-DOM,"Krváca alebo má otvorenú ranu
Má poranenú končatinu, výrazne kríva alebo nevie stáť
Má nafúknuté brucho
Má sťažené dýchanie
Je apatický/á, v bezvedomí, má kŕče alebo reaguje nezvyčajne
Podozrenie na otravu alebo popálenie
Napadlo ho/ju iné zviera
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Zranenú činčilu nechytajte za chvost, srsť, nohy ani kožu na krku.
• Nestláčajte jej telo a nepodávajte jej lieky, potravu ani vodu nasilu.","• Ak hrozí únik, pokúste sa ju bezpečne chytiť napríklad prekrytím látkou a vložením do malej prepravky alebo krabice s prístupom vzduchu.
• Ak je už zabezpečená, nechajte ju v pokoji a nemanipulujte s ňou viac, než je nevyhnutné.",W15 – obec / mesto alebo zmluvná osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba na odchyt,W18 – veterinár / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte, či môže klinika zranené zviera bezodkladne prijať, kto zabezpečí prevoz a za akých podmienok.",Áno – podľa lokality a druhu,KONTAKTY_VET – druh zvieraťa + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dostupných dobrovoľníkov Zverolinky podľa lokality a druhu zvieraťa.",Áno – až po neúspechu kontaktov,"Ak sa nepodarilo zabezpečiť pomoc cez kontakty, pokračujte len podľa podrobného návodu pre tento druh.",,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár / klinika
Dobrovoľník Zverolinky
Polícia (pri podozrení na úmyselné zranenie)
Iná osoba
Pomohol/pomohla som sám/sama","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť alebo prísť
Veterinár/klinika boli nedostupní alebo zatvorení
Veterinár/klinika odmietli zviera prijať
Nemohol/nemohla som zabezpečiť alebo uhradiť prevoz/ošetrenie
Dobrovoľníci neboli k dispozícii
Zviera utieklo alebo sa skrylo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-DOM,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A VETERÍN A DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-016,Zatúlané,Domáce zvieratá,,Činčila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-017,Zranené,Domáce zvieratá,,Papagáj,Druh – používa FLOW-ZR-DOM,"Má poranené alebo ovisnuté krídlo / nevie lietať
Krváca alebo má otvorenú ranu
Má poranenú nohu / nevie stáť
Má sťažené dýchanie
Je apatický, v bezvedomí, má kŕče alebo reaguje nezvyčajne
Je uviaznutý, zakliesnený alebo zamotaný
Podozrenie na otravu alebo popálenie
Napadlo ho iné zviera
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Zraneného papagája nechytajte za krídla, chvost ani nohy.
• Nestláčajte ho okolo hrudníka, nepodávajte mu lieky, potravu ani vodu nasilu.","• Ak hrozí, že odletí alebo sa presunie na nebezpečné miesto, môžete ho opatrne prekryť látkou a vložiť do prepravky alebo krabice s prístupom vzduchu. Dávajte pozor na zobák.",W15 – obec / mesto alebo zmluvná osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba na odchyt,W18 – veterinár / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte, či môže klinika zranené zviera bezodkladne prijať, kto zabezpečí prevoz a za akých podmienok.",Áno – podľa lokality a druhu,KONTAKTY_VET – druh zvieraťa + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dostupných dobrovoľníkov Zverolinky podľa lokality a druhu zvieraťa.",Áno – až po neúspechu kontaktov,"Ak sa nepodarilo zabezpečiť pomoc cez kontakty, pokračujte len podľa podrobného návodu pre tento druh.",,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár / klinika
Dobrovoľník Zverolinky
Polícia (pri podozrení na úmyselné zranenie)
Iná osoba
Pomohol/pomohla som sám/sama","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť alebo prísť
Veterinár/klinika boli nedostupní alebo zatvorení
Veterinár/klinika odmietli zviera prijať
Nemohol/nemohla som zabezpečiť alebo uhradiť prevoz/ošetrenie
Dobrovoľníci neboli k dispozícii
Zviera utieklo alebo sa skrylo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-DOM,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A VETERÍN A DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-018,Zatúlané,Domáce zvieratá,,Papagáj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-019,Zranené,Domáce zvieratá,,Korytnačka,Druh – používa FLOW-ZR-DOM,"Má prasknutý alebo rozdrvený pancier
Krváca alebo má otvorenú ranu
Nevie sa pohybovať / má poranenú končatinu alebo hlavu
Je po zrážke s vozidlom alebo po páde
Je uviaznutá, zakliesnená alebo zamotaná
Podozrenie na otravu, popálenie alebo prehriatie/podchladenie
Napadlo ju iné zviera
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Zranenú korytnačku neotáčajte na chrbát, nedvíhajte ju za končatiny ani nezasahujte do rán.","• Ak jej hrozí ďalšie nebezpečenstvo, môžete ju opatrne presunúť len mimo bezprostredného ohrozenia. 
- Manipulujte s ňou čo najmenej a držte ju mimo priameho slnka, detí a iných zvierat.",W15 – obec / mesto alebo zmluvná osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba na odchyt,W18 – veterinár / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte, či môže klinika zranené zviera bezodkladne prijať, kto zabezpečí prevoz a za akých podmienok.",Áno – podľa lokality a druhu,KONTAKTY_VET – druh zvieraťa + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dostupných dobrovoľníkov Zverolinky podľa lokality a druhu zvieraťa.",Áno – až po neúspechu kontaktov,"Ak sa nepodarilo zabezpečiť pomoc cez kontakty, pokračujte len podľa podrobného návodu pre tento druh.",,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár / klinika
Dobrovoľník Zverolinky
Polícia (pri podozrení na úmyselné zranenie)
Iná osoba
Pomohol/pomohla som sám/sama","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť alebo prísť
Veterinár/klinika boli nedostupní alebo zatvorení
Veterinár/klinika odmietli zviera prijať
Nemohol/nemohla som zabezpečiť alebo uhradiť prevoz/ošetrenie
Dobrovoľníci neboli k dispozícii
Zviera utieklo alebo sa skrylo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-DOM,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A VETERÍN A DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-020,Zatúlané,Domáce zvieratá,,Korytnačka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-022,Zatúlané,Domáce zvieratá,,Had,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-024,Zatúlané,Domáce zvieratá,,Jašterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-025,Zranené,Hospodárske zvieratá,,Kôň,Druh – používa FLOW-ZR-HOSP,"Je zranený/á po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má zlomeninu, výrazne kríva alebo nevie stáť
Má silné bolesti brucha / kolikové príznaky
Má sťažené dýchanie
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Je apatický/á, v bezvedomí alebo reaguje nezvyčajne
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• K zranenému koňovi sa nepribližujte, nesnažte sa ho chytať, priväzovať ani zastavovať vlastným telom.
• Nevyťahujte predmety z rany a nepodávajte mu vodu ani potravu.",,,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Nie,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ 
ZRZAT-026,Zatúlané,Hospodárske zvieratá,,Kôň,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-027,Zranené,Hospodárske zvieratá,,Somár,Druh – používa FLOW-ZR-HOSP,"Je zranený/á po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má zlomeninu, výrazne kríva alebo nevie stáť
Má silné bolesti brucha / kolikové príznaky
Má sťažené dýchanie
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Je apatický/á, v bezvedomí alebo reaguje nezvyčajne
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• K zranenému somárovi sa nepribližujte prudko, nesnažte sa ho chytať, priväzovať ani ťahať.
• Nevyťahujte predmety z rany a nepodávajte mu vodu ani potravu.",,,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Nie,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ 
ZRZAT-028,Zatúlané,Hospodárske zvieratá,,Somár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-029,Zranené,Hospodárske zvieratá,,Krava,Druh – používa FLOW-ZR-HOSP,"Je zranené po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má zlomeninu, výrazne kríva alebo nevie stáť
Má výrazne nafúknuté brucho
Má sťažené dýchanie
Je uviaznuté, zakliesnené alebo zamotané
Má komplikácie pri pôrode
Je apatické, v bezvedomí alebo reaguje nezvyčajne
Podozrenie na otravu alebo prehriatie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Ku krave sa nepribližujte, najmä ak je zranená alebo s mláďaťom.
• nesnažte sa ju chytať, priväzovať ani zastavovať vlastným telom.",,,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Nie,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ 
ZRZAT-030,Zatúlané,Hospodárske zvieratá,,Krava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-031,Zranené,Hospodárske zvieratá,,Ovca,Druh – používa FLOW-ZR-HOSP,"Je zranené po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má zlomeninu, výrazne kríva alebo nevie stáť
Má výrazne nafúknuté brucho
Má sťažené dýchanie
Je uviaznuté, zakliesnené alebo zamotané
Má komplikácie pri pôrode
Je apatické, v bezvedomí alebo reaguje nezvyčajne
Podozrenie na otravu alebo prehriatie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Ovcu neťahajte za vlnu, nohy ani rohy.
• Neukladajte ju na bok ani na chrbát.","• Ak je ovca v pokoji a nehrozí jej ďalšie bezprostredné nebezpečenstvo, zbytočne s ňou nemanipulujte.
• Ovca by nemala zostať ležať na boku alebo na chrbte, pretože sa môže začať nafukovať a mať problém s dýchaním. Ak leží na chrbte a viete to urobiť bezpečne, najmä ak ste minimálne dvaja, pokúste sa ju opatrne pretočiť do prirodzenej polohy na hrudi/bruchu, aby mohla lepšie dýchať.",,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Nie,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ 
ZRZAT-032,Zatúlané,Hospodárske zvieratá,,Ovca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-033,Zranené,Hospodárske zvieratá,,Koza,Druh – používa FLOW-ZR-HOSP,"Je zranené po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má zlomeninu, výrazne kríva alebo nevie stáť
Má výrazne nafúknuté brucho
Má sťažené dýchanie
Je uviaznuté, zakliesnené alebo zamotané
Má komplikácie pri pôrode
Je apatické, v bezvedomí alebo reaguje nezvyčajne
Podozrenie na otravu alebo prehriatie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Kozu neťahajte za rohy, nohy ani srsť.
• Neotáčajte sa k nej chrbtom a dávajte si pozor na rohy.","• Ak je koza v pokoji a nehrozí jej ďalšie bezprostredné nebezpečenstvo, zbytočne s ňou nemanipulujte.
• Koza by nemala zostať ležať na boku alebo na chrbte, pretože sa môže začať nafukovať a mať problém s dýchaním. Ak leží na chrbte a viete to urobiť bezpečne, najmä ak ste minimálne dvaja, pokúste sa ju opatrne pretočiť do prirodzenej polohy na hrudi/bruchu, aby mohla lepšie dýchať.",,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Nie,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ 
ZRZAT-034,Zatúlané,Hospodárske zvieratá,,Koza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-035,Zranené,Hospodárske zvieratá,,Prasa,Druh – používa FLOW-ZR-HOSP,"Je zranené po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má zlomeninu, výrazne kríva alebo nevie stáť
Má výrazne nafúknuté brucho
Má sťažené dýchanie
Je uviaznuté, zakliesnené alebo zamotané
Má komplikácie pri pôrode
Je apatické, v bezvedomí alebo reaguje nezvyčajne
Podozrenie na otravu alebo prehriatie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• K prasaťu sa nepribližujte, ak je vystresované alebo zranené.
• Nezaháňajte ho do kúta, nekŕmte ho a nedávajte mu vodu pri zranení.",,,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Nie,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ 
ZRZAT-036,Zatúlané,Hospodárske zvieratá,,Prasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-037,Zranené,Hospodárske zvieratá,,Sliepka,Druh – používa FLOW-ZR-HOSP,"Má poranené alebo ovisnuté krídlo / nevie lietať
Krváca alebo má otvorenú ranu
Má poranenú nohu / nevie stáť
Je apatický/á, v bezvedomí alebo reaguje nezvyčajne
Má sťažené dýchanie
Napadol ho/ju predátor alebo iné zviera
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Sliepku nechytajte za nohy, krídla ani krk, a nenoste ju dolu hlavou.","• Ak hrozí, únik alebo že sa viac zraní, môžete ju opatrne prekryť látkou a vložiť do prepravky alebo krabice s prístupom vzduchu.
• Pri prenášaní jej pridržte krídla pri tele a nemanipulujte s ňou viac, než je nevyhnutné.",,,,,,,,,,,Áno,1. a jediný používateľský kontakt,"Zobrazte príslušného dobrovoľníka podľa polohy, druhu a dostupnosti. Dobrovoľník preverí bezpečný ďalší postup; pri veľkom zvierati nevyzývajte používateľa na manipuláciu.",Áno – až po neúspechu kontaktov,,,,,,,,,"Dobrovoľník Zverolinky
Zverolinka po internom preverení
Polícia alebo záchranná zložka pri ohrození
","Dobrovoľník nebol dostupný alebo nemohol prísť
Zverolinka po internom preverení nenašla dostupnú pomoc
Zviera sa premiestnilo alebo utieklo
Miesto alebo manipulácia neboli bezpečné
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-HOSP,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-038,Zatúlané,Hospodárske zvieratá,,Sliepka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
